ID;CODIGO DE LA ENTIDAD;CODIGO UBIGEO INEI;CODIGO PAIS ;NOMBRE DE LA UO;Fecha;CO (ug/m3);H2S (ug/m3);NO2 (ug/m3);O3 (ug/m3);"PM10 
(ug/m3)";"PM2.5 
(ug/m3)";SO2 (ug/m3);Ruido (dB);UV;Humedad (%);Latitud;Longitud;"Presion 
(Pa)";Temperatura (C)
133;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/06/2021 12:00;2177.95;11.12;22.21;53.64;2.08;1.32;6.06;82.37;0.56;92.36;-12.11913;-77.02885;1004.79;17.78
134;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/06/2021 13:00;2174.36;9.73;17.90;61.02;2.26;1.31;6.01;91.77;0.61;89.92;-12.11913;-77.02885;1003.82;18.09
135;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/06/2021 14:00;2212.69;11.00;22.11;62.61;2.73;1.32;6.15;90.21;0.58;92.09;-12.11913;-77.02885;1003.02;17.82
136;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/06/2021 15:00;2248.34;9.91;22.62;50.86;1.37;0.75;7.45;87.49;0.48;89.21;-12.11913;-77.02885;1002.28;18.07
137;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/06/2021 16:00;2129.66;11.18;24.99;48.70;1.63;0.86;5.94;92.66;0.33;91.74;-12.11913;-77.02885;1001.96;17.78
138;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/06/2021 17:00;2487.10;12.04;30.62;57.01;2.38;1.26;8.58;87.45;0.15;94.54;-12.11913;-77.02885;1002.07;17.64
139;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/06/2021 18:00;2249.02;13.04;31.18;56.08;2.87;1.59;5.68;91.95;0.01;95.86;-12.11913;-77.02885;1002.62;17.39
140;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/06/2021 19:00;2294.75;12.74;31.54;58.45;2.80;1.67;6.15;91.75;0.00;94.86;-12.11913;-77.02885;1003.37;17.46
141;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/06/2021 20:00;2456.17;11.96;31.90;68.36;3.76;2.47;6.42;86.47;0.00;93.66;-12.11913;-77.02885;1003.96;17.65
142;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/06/2021 21:00;2245.47;12.31;30.92;65.79;5.12;3.19;4.69;80.60;0.00;94.72;-12.11913;-77.02885;1004.50;17.54
143;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/06/2021 22:00;2176.97;12.52;28.84;62.73;5.16;3.69;4.70;81.05;0.00;94.72;-12.11913;-77.02885;1005.02;17.48
144;10069;150122;PE;Subgerencia de Desarrollo Ambiental;6/06/2021 23:00;2199.03;12.43;28.16;53.86;7.58;4.72;5.18;71.78;0.00;93.57;-12.11913;-77.02885;1005.06;17.50
145;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 00:00;2049.77;12.57;27.82;52.18;7.28;4.88;4.23;84.40;0.00;94.13;-12.11913;-77.02885;1005.28;17.45
146;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 01:00;2021.54;13.06;27.78;48.70;7.50;5.21;4.18;59.84;0.00;94.30;-12.11913;-77.02885;1005.12;17.34
147;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 02:00;2043.39;13.91;30.25;35.41;10.25;6.72;4.84;66.60;0.00;95.24;-12.11913;-77.02885;1004.96;17.15
148;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 03:00;2017.33;14.16;30.13;26.69;11.98;7.69;4.92;71.42;0.00;95.85;-12.11913;-77.02885;1004.61;17.10
149;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 04:00;1921.27;16.38;31.63;26.96;11.14;7.68;4.40;67.25;0.00;96.10;-12.11913;-77.02885;1004.10;16.59
150;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 05:00;1953.87;16.57;29.19;26.90;11.76;7.05;4.26;70.40;0.00;96.10;-12.11913;-77.02885;1004.06;16.54
151;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 06:00;2076.06;15.76;29.43;24.46;9.42;4.98;6.00;76.54;0.00;96.10;-12.11913;-77.02885;1004.61;16.75
152;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 07:00;2305.38;14.90;32.41;31.65;6.57;3.40;8.48;86.34;0.00;96.10;-12.11913;-77.02885;1004.97;16.98
153;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 08:00;2549.83;13.23;29.61;41.27;5.36;3.12;10.21;89.31;0.04;93.02;-12.11913;-77.02885;1005.04;17.38
154;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 09:00;2529.00;12.04;26.71;40.28;6.73;3.87;9.25;94.64;0.13;91.22;-12.11913;-77.02885;1005.56;17.63
155;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 10:00;2705.54;9.30;23.27;49.11;7.07;4.29;11.19;88.53;0.33;89.53;-12.11913;-77.02885;1005.83;18.27
156;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 11:00;2502.16;8.46;21.40;51.57;7.24;5.22;9.11;88.58;0.48;89.24;-12.11913;-77.02885;1005.68;18.42
157;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 12:00;2457.66;8.02;19.93;61.03;5.08;3.62;8.42;97.73;0.60;89.61;-12.11913;-77.02885;1005.53;18.52
158;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 13:00;2366.63;8.59;20.84;66.23;4.25;2.96;7.06;90.13;0.54;89.30;-12.11913;-77.02885;1005.07;18.38
159;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 14:00;2277.45;8.90;23.29;75.68;3.48;2.26;5.62;90.21;0.49;89.30;-12.11913;-77.02885;1004.61;18.30
160;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 15:00;2309.79;6.70;21.71;80.11;3.45;2.10;6.02;89.80;0.50;85.94;-12.11913;-77.02885;1003.67;18.80
161;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 16:00;2289.75;6.66;20.47;52.62;3.01;1.46;8.66;95.04;0.53;87.64;-12.11913;-77.02885;1003.01;18.81
162;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 17:00;2267.13;9.23;30.00;36.05;4.85;2.33;7.98;94.08;0.16;92.21;-12.11913;-77.02885;1003.28;18.25
163;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 18:00;2422.32;9.29;32.87;40.48;5.18;2.55;8.34;94.11;0.02;90.40;-12.11913;-77.02885;1003.32;18.26
164;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 19:00;2635.67;10.19;34.78;42.47;5.61;2.95;10.03;90.47;0.00;91.63;-12.11913;-77.02885;1003.50;18.08
165;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 20:00;2481.02;10.10;35.58;40.13;7.94;4.29;7.71;91.02;0.00;91.84;-12.11913;-77.02885;1003.74;18.08
166;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 21:00;2433.68;10.30;34.70;34.55;9.86;6.09;8.19;87.74;0.00;92.25;-12.11913;-77.02885;1004.03;18.03
167;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 22:00;2309.08;10.61;30.05;33.49;8.86;5.49;6.78;81.50;0.00;92.19;-12.11913;-77.02885;1004.62;17.93
168;10069;150122;PE;Subgerencia de Desarrollo Ambiental;7/06/2021 23:00;1972.05;10.55;27.58;31.75;6.55;3.83;4.60;99.07;0.00;91.75;-12.11913;-77.02885;1004.95;17.90
169;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 00:00;1857.06;11.32;30.20;24.84;9.70;6.12;4.01;77.30;0.00;92.37;-12.11913;-77.02885;1004.80;17.71
170;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 01:00;1806.76;11.87;28.50;21.51;10.38;7.12;4.05;70.84;0.00;93.05;-12.11913;-77.02885;1004.86;17.59
171;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 02:00;1804.90;12.85;28.61;18.07;10.82;8.23;4.37;65.19;0.00;94.32;-12.11913;-77.02885;1005.05;17.36
172;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 03:00;1848.54;12.68;27.27;17.17;9.61;6.88;4.96;71.74;0.00;94.51;-12.11913;-77.02885;1004.88;17.41
173;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 04:00;1777.91;12.68;26.80;21.01;8.65;5.39;4.21;60.10;0.00;94.99;-12.11913;-77.02885;1004.96;17.40
174;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 05:00;1913.75;12.75;30.10;17.18;11.40;6.96;5.11;74.42;0.00;95.25;-12.11913;-77.02885;1004.59;17.40
175;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 06:00;2014.61;12.76;31.96;19.00;10.86;7.04;6.04;80.54;0.00;95.14;-12.11913;-77.02885;1004.48;17.41
176;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 07:00;2341.47;12.97;34.99;31.64;11.75;7.84;8.98;84.67;0.00;95.82;-12.11913;-77.02885;1005.19;17.42
177;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 08:00;2801.69;12.40;33.71;47.66;11.96;7.99;12.41;89.64;0.03;95.32;-12.11913;-77.02885;1006.15;17.61
178;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 09:00;2964.93;12.40;30.73;55.68;12.11;7.52;12.66;89.07;0.11;95.74;-12.11913;-77.02885;1006.86;17.62
179;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 10:00;2865.88;12.07;28.56;59.74;13.45;8.28;11.46;90.54;0.21;96.10;-12.11913;-77.02885;1006.84;17.68
180;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 11:00;2842.97;10.28;26.81;61.96;13.21;8.12;10.97;89.82;0.32;95.42;-12.11913;-77.02885;1006.75;18.07
181;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 12:00;2813.13;10.40;24.62;66.68;9.30;5.99;10.15;88.66;0.38;95.10;-12.11913;-77.02885;1006.32;18.03
182;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 13:00;2783.81;10.00;21.89;76.95;7.01;4.43;10.03;91.07;0.45;96.10;-12.11913;-77.02885;1005.91;18.12
183;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 14:00;2529.41;10.83;24.64;78.20;5.27;3.72;7.70;91.19;0.38;96.10;-12.11913;-77.02885;1005.42;17.90
184;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 15:00;2661.02;3.80;18.89;93.93;8.35;4.54;9.59;88.22;0.71;89.43;-12.11913;-77.02885;1004.29;19.48
185;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 16:00;2626.72;1.91;13.70;75.30;6.16;3.00;11.40;92.89;0.67;85.12;-12.11913;-77.02885;1003.57;20.01
186;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 17:00;2482.95;5.18;27.06;57.51;5.63;2.65;8.59;95.98;0.21;87.83;-12.11913;-77.02885;1003.76;19.16
187;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 18:00;2458.71;9.41;36.85;38.77;6.01;2.78;7.83;93.04;0.03;92.24;-12.11913;-77.02885;1004.23;18.24
188;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 19:00;2533.62;11.20;38.22;33.14;6.55;2.99;8.62;93.89;0.00;94.64;-12.11913;-77.02885;1004.65;17.85
189;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 20:00;2466.64;11.99;35.55;37.40;4.98;2.64;8.38;90.69;0.00;95.74;-12.11913;-77.02885;1005.25;17.66
190;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 21:00;2583.98;12.20;34.92;38.26;4.27;2.48;10.18;87.43;0.00;96.10;-12.11913;-77.02885;1006.06;17.63
191;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 22:00;2171.99;11.22;28.38;39.03;4.33;2.52;6.35;86.17;0.00;96.10;-12.11913;-77.02885;1006.89;17.78
192;10069;150122;PE;Subgerencia de Desarrollo Ambiental;8/06/2021 23:00;1922.95;10.66;25.85;38.23;3.72;2.38;4.48;75.80;0.00;96.10;-12.11913;-77.02885;1007.23;17.87
193;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 00:00;1897.47;10.71;25.47;32.65;4.92;2.86;4.42;74.66;0.00;96.10;-12.11913;-77.02885;1007.10;17.85
194;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 01:00;1830.40;10.74;26.25;22.91;9.15;6.37;4.00;63.38;0.00;96.10;-12.11913;-77.02885;1006.74;17.84
195;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 02:00;1933.18;10.88;28.66;19.54;14.92;8.93;4.32;63.69;0.00;96.10;-12.11913;-77.02885;1006.73;17.81
196;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 03:00;1847.06;11.44;27.12;22.10;9.54;5.85;4.02;64.00;0.00;96.10;-12.11913;-77.02885;1006.44;17.68
197;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 04:00;1917.95;11.91;26.40;19.23;9.63;6.53;4.44;67.66;0.00;96.10;-12.11913;-77.02885;1006.24;17.59
198;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 05:00;1768.61;12.21;25.50;25.85;6.95;4.39;4.01;70.60;0.00;96.10;-12.11913;-77.02885;1006.94;17.50
199;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 06:00;2049.77;12.31;30.41;25.50;7.53;5.97;6.18;81.45;0.00;96.10;-12.11913;-77.02885;1007.46;17.52
200;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 07:00;2344.20;12.28;31.07;33.12;8.25;6.17;9.30;87.84;0.00;96.10;-12.11913;-77.02885;1007.91;17.58
201;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 08:00;2564.96;13.63;34.24;50.79;8.45;4.99;11.84;89.47;0.05;96.10;-12.11913;-77.02885;1008.61;17.31
202;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 09:00;2805.06;13.84;31.45;55.80;8.13;5.51;12.52;88.62;0.14;96.10;-12.11913;-77.02885;1009.10;17.29
203;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 10:00;2781.85;12.09;24.46;63.86;5.38;3.46;11.55;92.06;0.24;96.10;-12.11913;-77.02885;1009.43;17.67
204;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 11:00;2497.60;7.30;15.37;62.61;6.70;3.26;9.53;90.98;0.48;95.34;-12.11913;-77.02885;1009.07;18.69
205;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 12:00;2614.78;4.68;16.33;61.33;6.69;3.21;10.53;98.43;0.61;90.32;-12.11913;-77.02885;1008.30;19.29
206;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 13:00;2522.29;5.24;14.74;68.70;4.62;2.55;10.26;94.06;0.82;91.63;-12.11913;-77.02885;1007.73;19.15
207;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 14:00;2334.53;4.98;12.82;57.06;4.52;2.36;9.66;95.62;0.88;90.64;-12.11913;-77.02885;1007.29;19.18
208;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 15:00;2370.97;5.92;18.34;51.45;4.78;2.45;9.54;91.24;0.66;92.24;-12.11913;-77.02885;1006.74;18.99
209;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 16:00;2274.10;7.80;24.59;41.97;4.25;2.34;8.49;101.18;0.40;94.43;-12.11913;-77.02885;1006.30;18.57
210;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 17:00;2396.66;8.08;28.76;44.96;4.73;2.27;8.89;93.47;0.18;93.97;-12.11913;-77.02885;1006.11;18.53
211;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 18:00;2863.87;7.77;32.02;52.08;3.51;1.97;11.25;94.18;0.04;92.14;-12.11913;-77.02885;1006.19;18.66
212;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 19:00;2574.17;9.64;32.24;46.10;4.40;2.65;9.05;92.54;0.00;95.62;-12.11913;-77.02885;1006.82;18.21
213;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 20:00;2472.79;10.08;31.02;52.60;4.58;2.91;9.14;93.67;0.00;95.99;-12.11913;-77.02885;1007.69;18.09
214;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 21:00;2434.23;10.82;29.36;37.36;5.63;3.40;8.91;87.37;0.00;96.10;-12.11913;-77.02885;1007.90;17.92
215;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 22:00;2056.01;11.60;25.50;37.37;4.78;3.03;6.02;84.57;0.00;96.10;-12.11913;-77.02885;1008.06;17.69
216;10069;150122;PE;Subgerencia de Desarrollo Ambiental;9/06/2021 23:00;2006.36;11.94;25.52;40.64;6.55;3.83;5.34;82.90;0.00;96.10;-12.11913;-77.02885;1007.74;17.60
217;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 00:00;1915.26;11.42;30.47;29.96;9.25;5.71;4.62;70.88;0.00;96.10;-12.11913;-77.02885;1007.32;17.70
218;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 01:00;1789.60;11.78;25.83;35.42;7.37;5.39;3.88;72.30;0.00;96.10;-12.11913;-77.02885;1007.14;17.61
219;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 02:00;1785.04;12.50;25.51;34.93;7.27;5.39;3.63;60.78;0.00;96.10;-12.11913;-77.02885;1006.85;17.44
220;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 03:00;1779.66;12.99;24.22;34.24;5.96;4.67;4.04;74.13;0.00;96.10;-12.11913;-77.02885;1006.55;17.32
221;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 04:00;1745.81;12.93;23.70;40.65;6.80;4.43;3.89;54.27;0.00;96.10;-12.11913;-77.02885;1006.44;17.34
222;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 05:00;1750.15;13.40;23.98;35.01;6.60;3.98;3.90;55.08;0.00;96.10;-12.11913;-77.02885;1006.63;17.24
223;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 06:00;1815.46;15.12;27.85;40.48;6.72;3.12;4.79;77.20;0.00;96.10;-12.11913;-77.02885;1006.71;16.86
224;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 07:00;2083.74;15.51;30.98;52.21;7.59;3.44;6.87;87.36;0.00;96.10;-12.11913;-77.02885;1006.86;16.82
225;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 08:00;2410.21;14.56;29.99;62.91;6.28;3.22;9.62;94.16;0.07;96.10;-12.11913;-77.02885;1007.50;17.08
226;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 09:00;2410.16;13.34;26.85;62.58;6.26;2.97;8.33;90.60;0.11;96.10;-12.11913;-77.02885;1008.00;17.34
227;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 10:00;2438.69;13.34;25.29;57.35;5.65;3.01;8.52;90.60;0.20;96.10;-12.11913;-77.02885;1008.21;17.34
228;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 11:00;2514.59;13.11;25.46;60.29;7.42;3.81;8.69;87.21;0.24;96.10;-12.11913;-77.02885;1008.02;17.40
229;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 12:00;2609.15;12.68;23.49;67.12;6.73;3.75;9.15;92.77;0.33;96.10;-12.11913;-77.02885;1007.55;17.50
230;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 13:00;2722.35;9.37;19.68;75.23;6.80;3.22;10.40;87.93;0.46;96.04;-12.11913;-77.02885;1007.01;18.25
231;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 14:00;2592.38;9.17;19.04;74.77;5.17;2.95;9.20;93.67;0.51;95.79;-12.11913;-77.02885;1006.28;18.28
232;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 15:00;2523.66;13.26;24.85;48.18;5.13;2.65;9.36;91.31;0.25;96.10;-12.11913;-77.02885;1005.58;17.36
233;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 16:00;2667.49;13.44;25.05;40.31;8.76;3.93;11.52;89.19;0.21;96.10;-12.11913;-77.02885;1004.89;17.35
234;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 17:00;2634.19;12.06;25.57;40.36;9.48;4.11;10.77;91.27;0.10;96.10;-12.11913;-77.02885;1004.62;17.65
235;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 18:00;2979.27;13.26;32.77;42.23;10.47;4.64;12.73;91.89;0.00;96.10;-12.11913;-77.02885;1004.84;17.44
236;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 19:00;2802.83;12.90;31.81;46.18;4.74;2.65;11.88;91.81;0.00;96.10;-12.11913;-77.02885;1005.23;17.49
237;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 20:00;2921.36;11.85;31.65;48.99;6.71;3.67;11.58;92.74;0.00;96.10;-12.11913;-77.02885;1005.73;17.73
238;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 21:00;2472.65;11.93;28.38;41.03;7.49;3.81;8.49;91.89;0.00;96.10;-12.11913;-77.02885;1006.24;17.66
239;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 22:00;2296.30;12.42;27.79;36.96;6.38;3.27;7.44;90.64;0.00;96.10;-12.11913;-77.02885;1006.49;17.52
240;10069;150122;PE;Subgerencia de Desarrollo Ambiental;10/06/2021 23:00;1953.04;13.59;23.48;39.49;12.85;5.38;5.16;78.56;0.00;96.10;-12.11913;-77.02885;1006.06;17.21
241;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 00:00;1849.58;13.46;21.27;37.86;13.98;5.54;4.44;72.11;0.00;96.10;-12.11913;-77.02885;1005.59;17.22
242;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 01:00;1715.47;13.55;19.90;38.38;13.69;5.39;3.16;69.62;0.00;96.10;-12.11913;-77.02885;1005.02;17.18
243;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 02:00;1676.16;14.22;21.35;38.32;11.26;4.57;2.84;70.79;0.00;96.10;-12.11913;-77.02885;1004.55;17.02
244;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 03:00;1721.61;14.81;21.51;28.97;8.05;3.58;3.35;58.73;0.00;96.10;-12.11913;-77.02885;1004.02;16.91
245;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 04:00;1685.92;15.13;20.45;35.63;8.42;3.37;3.17;60.94;0.00;96.10;-12.11913;-77.02885;1003.33;16.82
246;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 05:00;1681.29;14.43;21.83;36.50;9.46;3.69;3.32;61.67;0.00;96.10;-12.11913;-77.02885;1003.39;16.98
247;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 06:00;1750.80;14.36;24.95;37.24;7.98;3.25;4.26;79.13;0.00;96.10;-12.11913;-77.02885;1004.00;17.02
248;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 07:00;2214.42;15.46;32.17;46.98;9.29;3.60;8.91;85.98;0.00;96.10;-12.11913;-77.02885;1004.43;16.85
249;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 08:00;2630.87;15.02;28.29;64.73;9.17;3.67;11.67;92.99;0.08;96.10;-12.11913;-77.02885;1004.69;17.01
250;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 09:00;2324.32;14.17;22.84;62.45;13.84;5.00;7.84;92.16;0.18;96.10;-12.11913;-77.02885;1005.05;17.14
251;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 10:00;2378.45;12.39;20.45;63.33;8.27;3.61;8.50;89.00;0.28;96.10;-12.11913;-77.02885;1005.52;17.54
252;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 11:00;2521.36;10.49;19.33;63.42;10.64;4.18;9.85;89.66;0.37;95.86;-12.11913;-77.02885;1005.52;17.98
253;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 12:00;2310.49;9.69;17.45;62.83;9.15;3.79;7.88;92.19;0.48;95.34;-12.11913;-77.02885;1005.08;18.13
254;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 13:00;2361.35;10.55;20.89;65.27;8.58;4.05;7.77;91.73;0.45;96.10;-12.11913;-77.02885;1004.59;17.95
255;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 14:00;2414.15;12.83;26.76;59.47;6.66;3.09;7.75;91.66;0.29;96.10;-12.11913;-77.02885;1004.08;17.45
256;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 15:00;2489.73;14.30;29.54;55.29;10.51;4.27;8.63;93.94;0.22;96.10;-12.11913;-77.02885;1003.39;17.13
257;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 16:00;2654.75;15.13;29.61;56.87;11.29;4.81;10.12;92.11;0.13;96.10;-12.11913;-77.02885;1002.91;16.97
258;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 17:00;2752.77;16.19;33.71;50.80;14.59;5.73;10.47;94.83;0.08;96.10;-12.11913;-77.02885;1002.74;16.74
259;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 18:00;2824.45;16.30;32.92;50.80;13.62;5.53;11.30;95.10;0.00;96.10;-12.11913;-77.02885;1003.11;16.72
260;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 19:00;2786.03;16.69;31.53;46.13;10.32;4.74;10.76;91.25;0.00;96.10;-12.11913;-77.02885;1003.86;16.63
261;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 20:00;2897.60;16.70;32.37;48.52;7.59;3.97;11.55;93.24;0.00;96.10;-12.11913;-77.02885;1004.34;16.64
262;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 21:00;2732.89;16.34;30.96;43.31;10.57;4.60;11.03;88.37;0.00;96.10;-12.11913;-77.02885;1004.68;16.70
263;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 22:00;2698.29;14.97;29.35;38.62;11.40;5.14;10.33;88.51;0.00;96.10;-12.11913;-77.02885;1004.85;17.00
264;10069;150122;PE;Subgerencia de Desarrollo Ambiental;11/06/2021 23:00;2388.07;14.32;26.91;34.37;9.23;4.64;7.91;78.37;0.00;96.10;-12.11913;-77.02885;1005.02;17.10
265;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 00:00;1916.55;14.41;23.16;35.34;3.04;2.13;4.79;78.40;0.00;96.10;-12.11913;-77.02885;1004.90;17.02
266;10069;150122;PE;Subgerencia de Desarrollo Ambiental;12/06/2021 01:00;1815.12;15.97;23.45;31.81;3.85;2.22;4.08;74.66;0.00;96.10;-12.11913;-77.02885;1004.61;16.66
